_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
stonege01,"February 9, 1946","Murray, Kentucky",1.3,44.4,32.3,78.1,259,15.7,13.6,5.7,13.9,46.7,Marshall University,115th overall,9th round,Los Angeles Lakers,1968,6-7,"William Grant in Covington, Kentucky",George Stone,Small Forward,Right,195lb
stoneju01,"December 7, 1988","Alexandria, Virginia",1.1,44.4,31.3,70.0,70,9.5,1.1,1.1,0.9,52.4,University of Texas at El Paso,,,,,6-6,"Dos Pueblos in Goleta, California",Julyan Stone,Point Guard and Shooting Guard,Right,200lb
storeaw01,"April 18, 1977","Chicago, Illinois",0.4,41.4,25.0,51.1,60,10.5,2.4,1.4,0.3,42.9,"University of Illinois at Urbana-Champaign, Arizona State University",,,,,6-6,"Proviso West in Hillside, Illinois",Awvee Storey,Shooting Guard and Small Forward,Right,222lb
stoudda01,"September 3, 1973","Portland, Oregon",6.1,40.6,35.7,83.3,878,15.4,13.4,3.5,55.4,46.4,University of Arizona,7th overall,1st round,Toronto Raptors,1995,5-10,"Woodrow Wilson in Portland, Oregon",Damon Stoudamire,Point Guard,Left,171lb
stoudsa01,"October 11, 1982","Portland, Oregon",1.0,40.7,36.6,88.2,157,11.8,8.0,1.4,2.2,48.3,University of Arizona,31st overall,2nd round,Atlanta Hawks,2005,6-1,"Lake Oswego in Lake Oswego, Oregon",Salim Stoudamire,Point Guard and Shooting Guard,Left,179lb
stoudam01,"November 16, 1982","Lake Wales, Florida",1.2,53.7,23.6,76.1,846,21.8,18.9,7.8,92.5,53.8,,9th overall,1st round,Phoenix Suns,2002,6-10,"Cypress Creek in Orlando, Florida",Amar'e Stoudemire,Center and Power Forward,Right,245lb
stovapa01,"August 16, 1948",,0.7,41.6,-,63.4,38,12.1,4.6,3.1,0.2,41.6,Arizona State University,22nd overall,2nd round,Los Angeles Lakers,1972,6-4,,Paul Stovall,Small Forward,Right,215lb
strawdj01,"June 15, 1985","New York, New York",0.9,31.5,24.0,47.4,33,6.2,2.2,0.8,-0.2,34.8,University of Maryland,59th overall,2nd round,Phoenix Suns,2007,6-5,"Mater Dei in Corona, California",D.J. Strawberry,Shooting Guard,Right,201lb
strawjo01,"September 21, 1940","Belle Glade, Florida",1.1,42.6,,68.6,231,11.3,8.6,9.9,10.8,,Bradley University,34th overall,4th round,Boston Celtics,1964,6-10,,Joe Strawder,Center,Right,235lb
stricbi01,"January 22, 1948",,0.0,66.7,,-,1,45.1,4.0,0.0,0.0,,University of the Pacific,54th overall,4th round,Baltimore Bullets,1970,6-9,,Bill Stricker,Forward,Right,210lb
stricer01,"November 25, 1973","Opelika, Alabama",2.4,39.2,35.1,82.6,501,12.7,7.5,2.6,13.4,45.1,University of Nebraska,,,,,6-3,"West in Bellevue, Nebraska",Erick Strickland,Shooting Guard and Point Guard,Left,210lb
stricma01,"July 14, 1970","Atlanta, Georgia",0.4,48.8,22.2,66.8,281,14.5,4.6,2.7,7.0,48.9,Temple University,,,,,6-9,"McNair in Atlanta, Georgia",Mark Strickland,Power Forward and Small Forward,Right,210lb
stricro02,"July 11, 1966","Bronx, New York",7.3,45.4,28.2,72.1,1094,18.0,13.2,3.7,85.8,46.2,DePaul University,19th overall,1st round,New York Knicks,1988,6-3,"Oak Hill Academy in Mouth of Wilson, Virginia",Rod Strickland,Shooting Guard and Point Guard,Right,175lb
stricro01,"September 4, 1940","Jacksonville, Florida",0.0,33.3,,-,1,-0.1,2.0,0.0,0.0,,Jacksonville University,34th overall,4th round,Boston Celtics,1962,6-5,"Bishop Kenny in Jacksonville, Florida",Roger Strickland,Forward,Right,200lb
stroejo01,"July 24, 1958","Bremerton, Washington",0.5,36.9,0.0,66.7,46,7.4,1.8,1.8,-0.1,36.9,University of Montana,168th overall,8th round,Portland Trail Blazers,1980,6-10,"Port Townsend in Port Townsend, Washington",John Stroeder,Power Forward,Right,260lb
stronde01,"February 9, 1968","Los Angeles, California",0.6,43.0,18.0,78.6,456,13.8,6.8,4.9,18.5,43.2,Xavier University,47th overall,2nd round,Philadelphia 76ers,1990,6-8,"Pacific Palisades in Pacific Palisades, California",Derek Strong,Power Forward,Right,220lb
strotla01,"May 10, 1968","Nansemond County, Virginia",1.1,32.9,13.3,71.4,13,5.8,4.6,1.2,-0.5,34.2,Christopher Newport University,43rd overall,2nd round,Golden State Warriors,1991,6-4,"Forest Glen in Suffolk, Virginia",Lamont Strothers,Shooting Guard,Right,190lb
stroujo01,"October 29, 1957","New Albany, Mississippi",1.0,32.4,-,75.0,9,6.4,2.8,1.4,-0.1,32.4,University of Mississippi,27th overall,2nd round,Houston Rockets,1980,6-7,"West Union in Myrtle, Mississippi",John Stroud,Small Forward,Right,215lb
stroure01,"May 2, 1941",,0.1,45.5,100.0,90.0,7,5.7,2.9,0.3,0.2,50.0,Mississippi State University,44th overall,5th round,Boston Celtics,1963,6-0,"Forest in Forest, Mississippi",Red Stroud,Guard,Right,160lb
stuckro01,"April 21, 1986","Seattle, Washington",3.6,42.3,30.0,82.4,651,14.9,12.6,2.9,28.7,44.3,Eastern Washington University,15th overall,1st round,Detroit Pistons,2007,6-5,"Kentwood in Kent, Washington",Rodney Stuckey,Point Guard and Shooting Guard,Right,210lb
stumpge01,"November 13, 1923",,0.8,30.3,,69.2,148,-,5.3,-,1.1,,DePaul University,,1947 BAA Draf,Boston Celtics,,6-2,"Saint Rita's in Chicago, Illinois",Gene Stump,Forward/Guard,Right,185lb
stutzst01,"April 14, 1920","Worcester, Massachusetts",1.1,25.6,,81.3,166,-,7.1,-,6.7,,University of Rhode Island,,,,,5-10,"Worcester Classical in Worcester, Massachusetts",Stan Stutz,Guard/Forward,Right,170lb
suitega01,"January 18, 1945",,0.1,35.2,,44.4,30,6.0,1.4,1.4,-0.3,,Midwestern State University,,,,,6-9,,Gary Suiter,Center/Forward,Right,225lb
sullija01,"March 4, 1992","Columbus, Ohio",1.8,43.6,27.2,72.3,269,16.2,10.8,7.5,15.3,46.3,Ohio State University,21st overall,1st round,Boston Celtics,2012,6-9,"Northland in Columbus, Ohio",Jared Sullinger,Power Forward,Right,260lb
summeda01,"January 24, 1988","Baltimore, Maryland",0.3,38.4,36.7,64.2,83,7.1,3.3,1.0,-0.1,43.8,Georgetown University,35th overall,2nd round,Detroit Pistons,2009,6-8,"McDonogh School in Owings Mills, Maryland",DaJuan Summers,Power Forward and Small Forward,Right,230lb
sumneed01,"December 31, 1995","Detroit, Michigan",0.4,35.4,25.9,62.5,24,7.9,2.8,1.0,0.1,40.8,Xavier University,52nd overall,2nd round,New Orleans Pelicans,2017,6-6,"Detroit Country Day in Birmingham, Michigan",Edmond Sumner,Point Guard,Right,176lb
sumptba01,"November 11, 1965","Brooklyn, Illinois",0.0,0.0,-,-,1,-30.2,0.0,0.0,0.0,0.0,"University of Louisville, Austin Peay State University",56th overall,3rd round,San Antonio Spurs,1988,6-11,"Lovejoy in Lovejoy, Illinois",Barry Sumpter,Power Forward,Right,215lb
sundedo01,"December 20, 1929","Roselle, Illinois",2.0,32.6,,73.2,113,11.5,7.7,2.5,2.7,,University of Illinois at Urbana-Champaign,9th overall,1st round,Philadelphia Warriors,1951,6-1,"Elgin in Elgin, Illinois",Don Sunderlage,Shooting Guard,Right,180lb
sundobr01,"February 10, 1980","Split, Croatia",0.2,35.6,20.8,52.6,102,5.4,1.7,1.0,-0.7,36.7,,35th overall,2nd round,Dallas Mavericks,1998,7-2,"Winchendon School in Winchendon, Massachusetts",Bruno Sundov,Center,Right,220lb
sundvjo01,"July 2, 1961","Sioux Falls, South Dakota",2.9,45.2,39.2,84.9,502,12.5,7.7,1.1,8.9,48.3,University of Missouri,16th overall,1st round,Seattle SuperSonics,1983,6-2,"Blue Springs in Blue Springs, Missouri",Jon Sundvold,Point Guard and Shooting Guard,Right,170lb
surabo01,"March 25, 1973","Wilkes-Barre, Pennsylvania",3.8,41.4,32.5,68.9,657,14.3,8.6,3.4,28.3,46.0,Florida State University,17th overall,1st round,Cleveland Cavaliers,1995,6-5,"G.A.R. Memorial in Wilkes-Barre, Pennsylvania",Bob Sura,Shooting Guard and Point Guard,Right,200lb
surhodi01,"November 16, 1929",,0.6,29.5,,71.7,58,10.0,3.1,1.6,0.1,,Long Island University,,1952 NBA Draf,New York Knicks,,6-4,,Dick Surhoff,Small Forward and Power Forward,Right,210lb
sutorge01,"September 14, 1943","Philadelphia, Pennsylvania",0.4,34.1,0.0,59.5,79,10.0,4.8,5.1,-0.3,34.1,La Salle University,,,,,6-8,"Father Judge in Philadelphia, Pennsylvania",George Sutor,Center,Right,235lb
suttlda01,"August 9, 1961","Los Angeles, California",1.0,50.7,0.0,85.7,46,15.3,5.9,1.1,1.0,50.7,Pepperdine University,152nd overall,7th round,Kansas City Kings,1983,6-3,"John C. Fremont in Los Angeles, California",Dane Suttle,Shooting Guard,Right,190lb
suttogr01,"December 3, 1967","Santa Cruz, California",1.7,39.6,36.1,74.3,168,9.7,4.5,0.9,1.0,48.0,Oral Roberts University,49th overall,2nd round,San Antonio Spurs,1991,6-2,"Douglass in Oklahoma City, Oklahoma",Greg Sutton,Point Guard,Right,170lb
swageke01,"October 30, 1945","San Jose, California",1.2,40.8,0.0,61.1,80,15.1,12.3,10.4,2.3,40.8,University of the Pacific,36th overall,4th round,New York Knicks,1967,6-7,"Camden in San Jose, California",Keith Swagerty,Power Forward,Right,235lb
swainbe01,"December 16, 1933",,0.5,40.6,,60.9,58,12.3,4.6,4.5,1.9,,Texas Southern University,7th overall,1st round,Boston Celtics,1958,6-8,"Westside in Talladega, Alabama",Bennie Swain,Power Forward,Right,220lb
swanica01,"April 18, 1997","Indianapolis, Indiana",0.5,37.2,13.3,66.7,48,6.1,2.2,2.5,-0.2,38.1,Purdue University,26th overall,1st round,Portland Trail Blazers,2017,6-9,"Homestead in Fort Wayne, Indiana",Caleb Swanigan,Power Forward,Right,250lb
swansno01,"October 4, 1930","Chicago, Illinois",0.5,22.6,,59.4,63,4.0,1.6,1.7,-0.4,,University of Detroit Mercy,,1953 NBA Draf,Rochester Royals,,6-6,"Schurz in Chicago, Illinois",Norm Swanson,Small Forward,Right,210lb
swartda01,"December 23, 1934","Owingsville, Kentucky",0.5,38.0,,84.7,39,12.3,4.5,2.3,1.0,,Morehead State University,1956 NBA Draft,4th roun,Boston Celtics,,6-4,"Owingsville in Owingsville, Kentucky",Dan Swartz,Small Forward,Right,215lb
sweetmi01,"October 25, 1982","Oxon Hill, Maryland",0.6,48.5,0.0,68.9,233,15.1,6.5,4.5,7.8,48.5,Georgetown University,9th overall,1st round,New York Knicks,2003,6-8,"Oxon Hill in Oxon Hill, Maryland",Mike Sweetney,Center and Power Forward,Right,275lb
swiftro01,"December 3, 1985","Bakersfield, California",0.2,50.6,-,61.0,97,11.4,4.3,3.9,1.7,50.6,,12th overall,1st round,Seattle SuperSonics,2004,7-0,"Bakersfield in Bakersfield, California",Robert Swift,Center,Right,245lb
swiftsk01,"June 19, 1946","Alexandria, Virginia",2.9,44.5,29.8,84.1,283,11.5,11.6,2.2,12.2,46.9,East Tennessee State University,31st overall,3rd round,Milwaukee Bucks,1969,6-3,"George Washington in Alexandria, Virginia",Skeeter Swift,Shooting Guard,Right,204lb
swiftst01,"November 21, 1979","Shreveport, Louisiana",0.5,47.3,7.4,69.9,547,16.1,8.4,4.6,21.3,47.3,Louisiana State University,2nd overall,1st round,Vancouver Grizzlies,2000,6-9,"Fair Park in Shreveport, Louisiana",Stromile Swift,Power Forward and Center,Right,225lb
swinsaa01,"January 9, 1971","Brunswick, Georgia",0.3,55.6,-,80.0,9,11.7,2.7,0.9,0.0,55.6,Auburn University,,,,,6-5,"Brunswick in Brunswick, Georgia",Aaron Swinson,Small Forward,Right,230lb
sypa01,"April 5, 1988","Loudeac, France",0.7,33.3,0.0,100.0,3,9.2,2.3,1.0,0.0,33.3,,53rd overall,2nd round,Atlanta Hawks,2010,6-7,,Pape Sy,Small Forward,Right,225lb
sydnobu01,"September 19, 1921",,0.0,19.2,,50.0,15,-,1.0,-,-0.1,,Western Kentucky University,,,,,5-10,"Olmstead in Logan County, Kentucky",Buck Sydnor,Guard,Right,175lb
sykesla01,"April 11, 1973","Toledo, Ohio",0.0,-,-,-,1,0.0,0.0,2.0,0.0,-,Xavier University,,,,,6-9,"Saint Francis de Sales in Toledo, Ohio",Larry Sykes,Power Forward,Right,255lb
szabobr01,"February 1, 1968","Postville, Iowa",0.2,44.6,0.0,73.8,70,8.8,2.2,2.4,0.4,44.6,Augustana College (SD),,,,,6-11,"Postville in Postville, Iowa",Brett Szabo,Center,Right,230lb
szczewa02,"March 5, 1977","Madrid, Spain",2.4,48.5,40.6,86.0,651,16.0,14.1,4.0,53.3,52.6,Miami University,6th overall,1st round,Minnesota Timberwolves,1999,6-7,"Cold Spring Harbor in Cold Spring Harbor, New York",Wally Szczerbiak,Small Forward,Right,244lb
szczewa01,"August 21, 1949","Pittsburgh, Pennsylvania",0.8,62.9,0.0,66.0,53,19.6,6.3,2.8,2.2,62.9,George Washington University,65th overall,4th round,Phoenix Suns,1971,6-6,"Saint Casimir in Pittsburgh, Pennsylvania",Walt Szczerbiak,Small Forward,Right,210lb
tabakza01,"June 15, 1970","Split, Croatia",0.7,50.6,0.0,52.5,247,11.3,5.0,3.6,2.4,50.6,,51st overall,2nd round,Houston Rockets,1991,7-0,"Split in Split, Croatia",Zan Tabak,Center,Right,245lb
tabusyu01,"October 5, 1980","Yokohama, Japan",0.8,16.7,100.0,100.0,4,15.6,1.8,1.0,0.0,25.0,Brigham Young University Hawaii,,,,,5-9,"Noshiro Kogyo in Akita, Japan",Yuta Tabuse,Point Guard,Right,165lb
taftch01,"March 10, 1985","Brooklyn, New York",0.1,60.5,-,16.7,17,15.6,2.8,2.1,0.5,60.5,University of Pittsburgh,42nd overall,2nd round,Golden State Warriors,2005,6-10,"Xaverian in Brooklyn, New York",Chris Taft,Center,Right,260lb
tanensi01,"October 8, 1925","Brooklyn, New York",2.3,27.4,,83.0,70,-,9.0,-,2.2,,New York University,,,,,6-0,"Thomas Jefferson in Brooklyn, New York",Sid Tanenbaum,Guard,Right,160lb
tarladr01,"May 9, 1973","Belgrade, Serbia",0.7,39.4,-,75.8,43,5.6,2.4,2.8,-0.2,39.4,,31st overall,2nd round,Chicago Bulls,1995,6-10,,Dragan Tarlac,Center,Right,260lb
tarplro01,"November 28, 1964","New York, New York",1.0,48.3,17.6,74.4,280,18.4,12.6,10.0,19.8,48.4,University of Michigan,7th overall,1st round,Dallas Mavericks,1986,6-11,"Cooley in Detroit, Michigan",Roy Tarpley,Power Forward and Center,Right,230lb
tartle01,"June 1, 1942","Marion, South Carolina",3.0,44.5,25.3,78.4,274,17.0,19.4,5.0,19.9,44.7,Bradley University,52nd overall,6th round,Boston Celtics,1964,6-2,"Roosevelt in West Palm Beach, Florida",Levern Tart,Shooting Guard,Left,195lb
tatumea01,"July 26, 1953","Mount Vernon, New York",1.9,45.9,33.3,74.6,262,14.2,9.6,2.6,7.8,46.0,Marquette University,21st overall,2nd round,Los Angeles Lakers,1976,6-5,"Mount Vernon in Mount Vernon, New York",Earl Tatum,Shooting Guard,Right,185lb
tatumja01,"March 3, 1998","St. Louis, Missouri",1.9,46.1,40.0,84.0,159,15.2,14.8,5.5,12.0,52.0,Duke University,3rd overall,1st round,Boston Celtics,2017,6-8,"Chaminade College Prep in St. Louis, Missouri",Jayson Tatum,Small Forward,Right,208lb
tavarwa01,"March 22, 1992","Maio, Cape Verde",0.3,62.5,-,27.3,13,16.3,2.5,2.5,0.2,62.5,,43rd overall,2nd round,Atlanta Hawks,2014,7-3,,Edy Tavares,Center,Right,260lb
tayloan01,"November 30, 1965","Los Angeles, California",2.0,39.7,0.0,75.0,21,11.1,6.9,1.6,0.2,39.7,University of Oregon,44th overall,2nd round,Atlanta Hawks,1988,6-4,"Beaverton in Beaverton, Oregon",Anthony Taylor,Point Guard,Right,175lb
taylobr01,"June 9, 1951","Perth Amboy, New Jersey",4.1,49.3,35.6,78.0,601,14.8,13.1,2.7,46.8,51.0,Princeton University,23rd overall,2nd round,Seattle SuperSonics,1972,6-2,"Perth Amboy in Perth Amboy, New Jersey",Brian Taylor,Point Guard,Right,185lb
taylodo01,"July 26, 1982","Washington, District of Columbia",0.9,39.5,20.6,64.1,98,10.2,2.7,1.1,0.0,40.8,"Okaloosa-Walton Community College, University of Alabama at Birmingham",,,,,6-6,"Sidney Lanier in Montgomery, Alabama",Donell Taylor,Shooting Guard,Right,180lb
taylofa01,"March 13, 1946","Washington, District of Columbia",4.0,43.8,20.6,67.6,640,10.5,8.0,3.9,17.0,44.1,La Salle University,167th overall,12th round,Philadelphia 76ers,1969,6-0,"Spingarn in Washington, District of Columbia",Fatty Taylor,Point Guard,Right,175lb
taylofr01,"February 5, 1948","Houston, Texas",0.8,36.4,,59.2,88,8.7,4.4,1.6,-0.6,,University of Texas-Pan American,27th overall,2nd round,Phoenix Suns,1970,6-5,"Phyllis Wheatley in Houston, Texas",Fred Taylor,Shooting Guard,Right,180lb
taylois01,"July 11, 1994","Hayward, California",2.9,41.3,24.4,69.9,71,10.4,6.3,1.4,0.6,43.8,University of Texas at Austin,,,,,6-3,"The Village School in Houston, Texas",Isaiah Taylor,Point Guard,Right,170lb
tayloja01,"October 3, 1967","Aurora, Illinois",0.3,40.4,23.1,66.7,17,9.5,3.0,0.6,-0.1,43.3,Eastern Illinois University,,,,,6-3,"East Aurora in Aurora, Illinois",Jay Taylor,Shooting Guard,Right,190lb
tayloje01,"January 1, 1960","Blytheville, Arkansas",2.0,41.2,0.0,69.6,56,8.1,3.2,1.5,-0.1,41.2,Texas Tech University,42nd overall,2nd round,Houston Rockets,1982,6-4,"Hobbs in Hobbs, New Mexico",Jeff Taylor,Shooting Guard,Right,175lb
tayloje03,"May 23, 1989","Norrkoping, Sweden",0.8,40.9,31.9,66.5,132,8.9,6.1,2.0,1.3,46.5,Vanderbilt University,31st overall,2nd round,Charlotte Bobcats,2012,6-7,"Hobbs in Hobbs, New Mexico",Jeff Taylor,Small Forward,Right,225lb
tayloje02,"December 8, 1986","Tavares, Florida",0.7,44.1,28.4,73.0,65,11.9,5.4,1.7,0.2,47.1,University of Central Florida,32nd overall,2nd round,Washington Wizards,2009,6-4,"Tavares in Tavares, Florida",Jermaine Taylor,Shooting Guard,Right,210lb
taylojo01,"June 4, 1974","Chattanooga, Tennessee",0.5,40.2,39.4,71.8,54,8.7,4.7,2.2,0.1,45.8,"Indian Hills Community College, University of Tennessee at Chattanooga",17th overall,1st round,Orlando Magic,1997,6-9,"Howard in Chattanooga, Tennessee",Johnny Taylor,Small Forward,Right,220lb
taylole01,"May 2, 1966","Los Angeles, California",0.1,0.0,0.0,68.8,10,3.8,1.1,1.2,-0.1,0.0,University of California,,,,,6-8,"Saint Bernard in Playa del Rey, California",Leonard Taylor,Power Forward,Right,220lb
tayloma01,"October 30, 1976","Detroit, Michigan",1.2,46.6,15.2,71.1,534,13.1,11.0,4.6,9.9,46.7,University of Michigan,14th overall,1st round,Los Angeles Clippers,1997,6-9,"Henry Ford in Detroit, Michigan",Maurice Taylor,Small Forward and Center and Power Forward,Right,260lb
taylomi01,"January 21, 1986","Chicago, Illinois",2.1,41.2,32.5,69.1,51,10.1,5.7,1.7,-0.4,43.6,Iowa State University,55th overall,2nd round,Portland Trail Blazers,2008,6-2,"Marshall in Milwaukee, Wisconsin",Mike Taylor,Point Guard,Right,165lb
taylool01,"March 7, 1947","New York, New York",2.4,45.6,23.4,68.3,262,12.0,9.7,4.2,10.9,46.0,University of Houston,189th overall,12th round,Cleveland Cavaliers,1970,6-2,"DeWitt Clinton in New York, New York",Oliver Taylor,Shooting Guard,Right,194lb
tayloro01,"November 21, 1947","Torrance, California",0.9,46.6,-,55.3,77,9.1,4.8,3.8,1.5,46.6,University of Southern California,18th overall,2nd round,Seattle SuperSonics,1969,7-1,"North Torrance in Torrance, California",Ronald Taylor,Center,Right,265lb
tayloty01,"April 12, 1990","Hoboken, New Jersey",0.9,35.4,36.0,68.4,61,5.8,2.9,0.5,-0.9,37.9,University of Kansas,41st overall,2nd round,Portland Trail Blazers,2012,6-3,"Saint Anthony in Jersey City, New Jersey",Tyshawn Taylor,Point Guard,Right,185lb
taylovi01,"September 11, 1960","Lexington, Kentucky",1.3,36.3,-,65.6,31,7.6,3.1,1.2,0.1,36.3,Duke University,34th overall,2nd round,New York Knicks,1982,6-5,"Tates Creek in Lexington, Kentucky",Vince Taylor,Shooting Guard,Right,180lb
teaglte01,"April 10, 1960","Broaddus, Texas",1.4,46.5,21.0,79.2,687,13.7,11.6,2.6,13.4,46.7,Baylor University,16th overall,1st round,Houston Rockets,1982,6-5,"Broaddus in Broaddus, Texas",Terry Teagle,Shooting Guard and Small Forward,Right,195lb
teaguje01,"June 10, 1988","Indianapolis, Indiana",5.8,44.5,35.6,84.2,712,17.1,12.7,2.5,48.3,48.9,Wake Forest University,19th overall,1st round,Atlanta Hawks,2009,6-2,"Pike in Indianapolis, Indiana",Jeff Teague,Point Guard,Right,195lb
teaguma01,"February 28, 1993","Indianapolis, Indiana",1.5,34.3,22.2,66.1,91,4.9,2.4,1.0,-0.9,36.3,University of Kentucky,29th overall,1st round,Chicago Bulls,2012,6-2,"Pike in Indianapolis, Indiana",Marquis Teague,Point Guard and Shooting Guard,Right,189lb
teletmi01,"September 18, 1985","Mostar, Bosnia and Herzegovina",0.8,40.6,37.1,75.5,324,13.0,8.1,3.2,8.8,52.4,,,,,,6-9,,Mirza Teletovic,Small Forward and Power Forward,Right,242lb
telfase01,"June 9, 1985","Brooklyn, New York",3.5,39.0,31.9,77.7,564,10.8,7.4,1.6,5.0,43.6,,13th overall,1st round,Portland Trail Blazers,2004,6-0,"Abraham Lincoln in Brooklyn, New York",Sebastian Telfair,Point Guard,Right,165lb
templco01,"November 8, 1952","Kentwood, Louisiana",0.6,41.5,0.0,80.0,24,12.9,1.8,1.3,0.1,41.5,Louisiana State University,94th overall,6th round,Phoenix Suns,1974,6-8,,Collis Temple,Small Forward,Right,220lb
templga01,"May 8, 1986","Baton Rouge, Louisiana",1.6,40.8,35.3,72.9,514,9.5,5.9,2.1,11.4,49.1,Louisiana State University,,,,,6-6,"Louisiana State University Laboratory School in Baton Rouge, Louisiana",Garrett Temple,Point Guard and Small Forward and Shooting Guard,Right,195lb
teodomi01,"March 19, 1987","Valjevo, Serbia",4.0,42.0,37.8,81.1,60,11.0,8.0,2.4,1.3,54.3,,,,,,6-5,,Milos Teodosic,Point Guard,Right,196lb
terreir01,"June 19, 1954","Dallas, Texas",1.1,49.8,,63.8,127,11.8,7.0,4.2,4.1,,Southern Methodist University,45th overall,3rd round,Phoenix Suns,1976,6-8,"Roosevelt in Dallas, Texas",Ira Terrell,Small Forward,Right,200lb
terreja01,"February 10, 1995","Weymouth, Massachusetts",0.9,30.8,23.5,50.0,14,0.7,2.2,0.4,-0.3,35.9,University of Rhode Island,,,,,6-3,"Brewster Academy in Wolfeboro, New Hampshire",Jared Terrell,Shooting Guard,Right,227lb
terryca01,"June 22, 1956","Lexington, North Carolina",1.3,43.4,0.0,67.2,94,10.4,3.0,2.4,1.5,43.4,Winston-Salem State University,104th overall,5th round,Los Angeles Lakers,1978,6-5,"Lexington in Lexington, North Carolina",Carlos Terry,Shooting Guard,Right,210lb
terrych01,"September 27, 1950","Long Beach, California",0.8,41.9,32.3,77.5,341,8.5,3.8,2.4,6.4,42.2,"California State University, Long Beach",29th overall,2nd round,Milwaukee Bucks,1972,6-6,,Chuck Terry,Small Forward,Right,215lb
terrycl01,"January 12, 1950","Salida, California",1.3,46.8,33.8,78.5,349,11.9,5.5,1.4,6.9,48.3,Stanford University,42nd overall,3rd round,Phoenix Suns,1972,6-4,,Claude Terry,Small Forward and Shooting Guard,Right,195lb
terryem01,"August 21, 1996","Birmingham, Alabama",0.7,57.1,-,50.0,3,19.7,3.3,2.3,0.1,57.1,Lincoln Memorial University,,,,,6-9,"Cleveland HS in Cleveland, Alabama",Emanuel Terry,Power Forward,Right,220lb
terryja01,"September 15, 1977","Seattle, Washington",3.8,44.4,38.0,84.5,1410,16.2,13.4,2.3,102.0,51.7,University of Arizona,10th overall,1st round,Atlanta Hawks,1999,6-2,"Franklin in Seattle, Washington",Jason Terry,Point Guard and Shooting Guard,Right,185lb
thabeha01,"February 16, 1987","Dar es Salaam, United Republic of Tanzania",0.1,56.7,-,57.8,224,10.3,2.2,2.7,4.8,56.7,University of Connecticut,2nd overall,1st round,Memphis Grizzlies,2009,7-3,,Hasheem Thabeet,Center,Right,263lb
thackto01,"November 2, 1939","Covington, Kentucky",1.5,36.0,22.7,50.8,314,7.4,3.2,2.6,-0.3,36.5,University of Cincinnati,,1963 NBA Draft,Cincinnati Royals,,6-2,"William Grant in Covington, Kentucky",Tom Thacker,Point Guard and Shooting Guard,Right,170lb
thearfl01,"September 5, 1944",,1.8,34.5,0.0,64.3,25,2.3,3.8,2.0,0.0,34.5,Kentucky State University,,,,,6-1,,Floyd Theard,Point Guard,Right,170lb
theisda01,"April 4, 1992","Salzgitter, Germany",1.0,54.5,35.2,74.5,129,16.6,5.5,3.9,7.0,58.9,,,,,,6-8,,Daniel Theis,Center,Right,243lb
theusre01,"October 13, 1957","Inglewood, California",6.3,47.1,25.2,82.6,1026,16.6,18.5,3.3,66.9,47.9,"University of Nevada, Las Vegas",9th overall,1st round,Chicago Bulls,1978,6-7,"Inglewood in Inglewood, California",Reggie Theus,Shooting Guard and Point Guard,Right,190lb
thibepe01,"October 3, 1961","Los Angeles, California",0.5,45.3,28.6,62.6,93,10.5,5.0,1.5,0.1,45.6,Saint Mary's College of California,77th overall,4th round,Golden State Warriors,1983,6-7,"Skyline in Oakland, California",Peter Thibeaux,Small Forward,Right,210lb
thiebbi01,"March 28, 1935",,0.3,33.1,,64.0,85,10.1,4.0,3.2,-0.5,,Hofstra University,,1956 NBA Draf,Fort Wayne Pistons,,6-7,,Bill Thieben,Power Forward,Right,215lb
thigpju01,"August 13, 1947",,0.5,36.7,-,33.3,22,5.1,2.7,0.8,-0.3,36.7,Weber State University,147th overall,11th round,San Diego Rockets,1969,6-1,"Northern HS in Flint, Michigan",Justus Thigpen,Shooting Guard,Right,160lb
thirdda01,"April 12, 1960","St. Louis, Missouri",0.5,45.7,9.1,56.5,179,8.0,2.8,1.2,1.3,45.8,Bradley University,15th overall,1st round,Phoenix Suns,1982,6-7,"Soldan in St. Louis, Missouri",David Thirdkill,Power Forward and Small Forward,Right,195lb
thomaad01,"March 25, 1993","Memphis, Tennessee",0.5,42.9,20.0,100.0,6,7.3,2.3,0.5,0.0,46.4,University of Memphis,,,,,6-7,"Melrose in Memphis, Tennessee",Adonis Thomas,Small Forward,Right,200lb
thomabi01,"December 23, 1975","Shreveport, Louisiana",0.5,33.8,30.4,84.6,53,7.8,2.7,1.0,0.4,44.0,University of Kansas,,,,,6-4,"Loyola College Preparatory School in Shreveport, Louisiana",Billy Thomas,Shooting Guard and Small Forward,Right,208lb
thomaca01,"October 3, 1969","Dayton, Ohio",0.4,39.8,31.5,64.3,63,10.3,2.9,1.0,0.6,46.3,Eastern Michigan University,,,,,6-4,"Everett in Lansing, Michigan",Carl Thomas,Shooting Guard,Right,175lb
thomach01,"October 3, 1969","Dayton, Ohio",0.6,35.3,11.8,66.7,36,6.1,1.3,0.6,-0.1,37.3,Eastern Michigan University,,,,,6-3,"Everett in Lansing, Michigan",Charles Thomas,Shooting Guard,Right,175lb
